,YouTubeID,Title,Description,Duration,Duration_HHMMSS,Duration_Seconds
52,HVpFrZGoYfo,Avoid Sexual Sins - Ghana Sign Language - SGH - More Info,"Avoid Sexual Sins - 1 Corinthians 6:9-20
Ghana Sign Language - Serve God How Story 23",PT11M17S,0:11:17,677.0
53,9TrOjlwMAbE,Avoid Sexual Sins - Ghana Sign Language - SGH - Story,"Avoid Sexual Sins - 1 Corinthians 6:9-20
Ghana Sign Language - Serve God How Story 23",PT4M43S,0:4:43,283.0
54,WLH3JZQdvz0,Avoid Sexual Sins - Ghana Sign Language - SGH - Intro,"Avoid Sexual Sins - 1 Corinthians 6:9-20
Ghana Sign Language - Serve God How Story 23",PT3M29S,0:3:29,209.0
55,Y8Di6zmI3Vk,Avoid Sexual Sins - Ghana Sign Language - SGH - Topic,"Avoid Sexual Sins - 1 Corinthians 6:9-20
Ghana Sign Language - Serve God How Story 23",PT17S,0:0:17,17.0
56,ocAaUAu60u0,Paul preaches in Ephesus - Ghana Sign Language - SGH - More Info,"Paul preaches in Ephesus - Acts 19:1-20
Ghana Sign Language - Serve God How Story 22",PT15M27S,0:15:27,927.0
57,d689fvqHXYA,Paul preaches in Ephesus - Ghana Sign Language - SGH - Story,"Paul preaches in Ephesus - Acts 19:1-20
Ghana Sign Language - Serve God How Story 22",PT6M39S,0:6:39,399.0
58,DHVLTM7SiO8,Paul preaches in Ephesus - Ghana Sign Language - SGH - Intro,"Paul preaches in Ephesus - Acts 19:1-20
Ghana Sign Language - Serve God How Story 22",PT2M51S,0:2:51,171.0
59,TEDfj2mT5Lw,Paul preaches in Ephesus - Ghana Sign Language - SGH - Topic,"Paul preaches in Ephesus - Acts 19:1-20
Ghana Sign Language - Serve God How Story 22",PT15S,0:0:15,15.0
60,fEUphTtmpX8,Paul preaches in Corinth - Ghana Sign Language - SGH - Story,"Paul preaches in Corinth - Acts 18:1-11
Ghana Sign Language - Serve God How Story 21",PT7M44S,0:7:44,464.0
61,gFONuD9md6Y,Paul preaches in Corinth - Ghana Sign Language - SGH - More Info,"Paul preaches in Corinth - Acts 18:1-11
Ghana Sign Language - Serve God How Story 21",PT7M9S,0:7:9,429.0
62,7mktb3Z6gi4,Paul preaches in Corinth - Ghana Sign Language - SGH - Intro,"Paul preaches in Corinth - Acts 18:1-11
Ghana Sign Language - Serve God How Story 21",PT2M45S,0:2:45,165.0
63,LEAYqFsd1Ew,Paul preaches in Corinth - Ghana Sign Language - SGH - Topic,"Paul preaches in Corinth - Acts 18:1-11
Ghana Sign Language - Serve God How Story 21",PT15S,0:0:15,15.0
64,TEaHiMvB9qc,Paul and Silas go to Thessalonica and Berea - Ghana Sign Language - SGH - More Info,"Paul and Silas go to Thessalonica and Berea - Acts 17:1-15
Ghana Sign Language - Serve God How Story 20",PT7M19S,0:7:19,439.0
65,ZrpAsSwj4-0,Paul and Silas go to Thessalonica and Berea - Ghana Sign Language - SGH - Story,"Paul and Silas go to Thessalonica and Berea - Acts 17:1-15
Ghana Sign Language - Serve God How Story 20",PT5M29S,0:5:29,329.0
66,FCIcgqAo-AY,Paul and Silas go to Thessalonica and Berea - Ghana Sign Language - SGH - Intro,"Paul and Silas go to Thessalonica and Berea - Acts 17:1-15
Ghana Sign Language - Serve God How Story 20",PT3M22S,0:3:22,202.0
67,1oUXV-tGgOE,Paul and Silas go to Thessalonica and Berea - Ghana Sign Language - SGH - Topic,"Paul and Silas go to Thessalonica and Berea - Acts 17:1-15
Ghana Sign Language - Serve God How Story 20",PT17S,0:0:17,17.0
68,Iw4NS2m6JR0,The Lord frees Paul and Silas from prison - Ghana Sign Language - SGH - More Info,"The Lord frees Paul and Silas from prison - Acts 16:16-40
Ghana Sign Language - Serve God How Story 19",PT9M35S,0:9:35,575.0
69,yAMUpGmp6g4,The Lord frees Paul and Silas from prison - Ghana Sign Language - SGH - Story,"The Lord frees Paul and Silas from prison - Acts 16:16-40
Ghana Sign Language - Serve God How Story 19",PT11M3S,0:11:3,663.0
70,RS--SNoFaZM,The Lord frees Paul and Silas from prison - Ghana Sign Language - SGH - Intro,"The Lord frees Paul and Silas from prison - Acts 16:16-40
Ghana Sign Language - Serve God How Story 19",PT2M52S,0:2:52,172.0
71,8IJjhJ8qsAk,The Lord frees Paul and Silas from prison - Ghana Sign Language - SGH - Topic,"The Lord frees Paul and Silas from prison - Acts 16:16-40
Ghana Sign Language - Serve God How Story 19",PT17S,0:0:17,17.0
72,kuKse4yMcPc,Paul Goes to Macedonia - Ghana Sign Language - SGH - More Info,"Paul Goes to Macedonia - Acts 16:1-15
Ghana Sign Language - Serve God How Story 18",PT15M28S,0:15:28,928.0
73,s4NU_6SnnFc,Paul Goes to Macedonia - Ghana Sign Language - SGH - Story,"Paul Goes to Macedonia - Acts 16:1-15
Ghana Sign Language - Serve God How Story 18",PT5M50S,0:5:50,350.0
74,X-AbQtrDqWM,Paul Goes to Macedonia - Ghana Sign Language - SGH - Intro,"Paul Goes to Macedonia - Acts 16:1-15
Ghana Sign Language - Serve God How Story 18",PT2M39S,0:2:39,159.0
75,NFFCA-4Y8hg,Follow God's Spirit - Ghana Sign Language - SGH - More Info,"Follow God's Spirit - Galatians 5:16-26
Ghana Sign Language - Follow God How Story 17",PT11M17S,0:11:17,677.0
76,AGrVXd35sO8,Follow God's Spirit - Ghana Sign Language - SGH - Story,"Follow God's Spirit - Galatians 5:16-26
Ghana Sign Language - Follow God How Story 17",PT3M12S,0:3:12,192.0
77,Erlyrao3Qds,Follow God's Spirit - Ghana Sign Language - SGH - Intro,"Follow God's Spirit - Galatians 5:16-26
Ghana Sign Language - Follow God How Story 17",PT2M27S,0:2:27,147.0
78,DCQt-zGbRXU,Follow God's Spirit - Ghana Sign Language - SGH - Topic,"Follow God's Spirit - Galatians 5:16-26
Ghana Sign Language - Follow God How Story 17",PT15S,0:0:15,15.0
79,aClf6I5A794,Paul & Barnabas Separate - Ghana Sign Language - SGH - More Info,"Paul & Barnabas Separate - Acts 15:36-41
Ghana Sign Language - Serve God How Story 16",PT6M53S,0:6:53,413.0
80,juHWHwbHrv4,Paul & Barnabas Separate - Ghana Sign Language - SGH - Story,"Paul & Barnabas Separate - Acts 15:36-41
Ghana Sign Language - Serve God How Story 16",PT2M3S,0:2:3,123.0
81,5vfkthmmvMU,Paul & Barnabas Separate - Ghana Sign Language - SGH - Intro,"Paul & Barnabas Separate - Acts 15:36-41
Ghana Sign Language - Serve God How Story 16",PT2M12S,0:2:12,132.0
82,kWwAYEIZgLU,Paul & Barnabas Separate - Ghana Sign Language - SGH - Topic,"Paul & Barnabas Separate - Acts 15:36-41
Ghana Sign Language - Serve God How Story 16",PT13S,0:0:13,13.0
83,aVsAEO0B5QI,Paul and Barnabas appoint Leaders for the Churches - Ghana Sign Language - SGH - More Info,"Paul and Barnabas appoint Leaders for the Churches - Acts 14:21-28
Ghana Sign Language - Serve God How Story 15",PT9M29S,0:9:29,569.0
84,VBsvAVxWfk4,Paul and Barnabas appoint Leaders for the Churches - Ghana Sign Language - SGH - Story,"Paul and Barnabas appoint Leaders for the Churches - Acts 14:21-28
Ghana Sign Language - Serve God How Story 15",PT5M2S,0:5:2,302.0
85,0ryMdwIiLnA,Paul and Barnabas appoint Leaders for the Churches - Ghana Sign Language - SGH - Intro,"Paul and Barnabas appoint Leaders for the Churches - Acts 14:21-28
Ghana Sign Language - Serve God How Story 15",PT2M54S,0:2:54,174.0
86,ll_5isUPisQ,Paul and Barnabas appoint Leaders for the Churches - Ghana Sign Language - SGH - Topic,"Paul and Barnabas appoint Leaders for the Churches - Acts 14:21-28
Ghana Sign Language - Serve God How Story 15",PT31S,0:0:31,31.0
87,hCmA40MLtlw,A Jewish Sorcerer - Ghana Sign Language - SGH - More Info,"A Jewish Sorcerer - Acts 13:1-12
Ghana Sign Language - Serve God How Story 14",PT12M54S,0:12:54,774.0
88,VXcfskV5cLU,A Jewish Sorcerer - Ghana Sign Language - SGH - Story,"A Jewish Sorcerer - Acts 13:1-12
Ghana Sign Language - Serve God How Story 14",PT4M18S,0:4:18,258.0
89,OUWC58osErI,A Jewish Sorcerer - Ghana Sign Language - SGH - Intro,"A Jewish Sorcerer - Acts 13:1-12
Ghana Sign Language - Serve God How Story 14",PT2M51S,0:2:51,171.0
90,BWBsnjl8uoU,A Jewish Sorcerer - Ghana Sign Language - SGH - Topic,"A Jewish Sorcerer - Acts 13:1-12
Ghana Sign Language - Serve God How Story 14",PT14S,0:0:14,14.0
91,oWsPVYTCmOo,Herod Persecutes the Apostles - Ghana Sign Language - SGH - More Info,"Herod Persecutes the Apostles - Acts 12:1-19
Ghana Sign Language - Serve God How Story 13",PT16M17S,0:16:17,977.0
92,VZP3BNrw3bs,Herod Persecutes the Apostles - Ghana Sign Language - SGH - Story,"Herod Persecutes the Apostles - Acts 12:1-19
Ghana Sign Language - Serve God How Story 13",PT9M19S,0:9:19,559.0
93,p3VNs8x1TJM,Herod Persecutes the Apostles - Ghana Sign Language - SGH - Intro,"Herod Persecutes the Apostles - Acts 12:1-19
Ghana Sign Language - Serve God How Story 13",PT2M32S,0:2:32,152.0
94,QTpI2qiyTAI,Herod Persecutes the Apostles - Ghana Sign Language - SGH - Topic,"Herod Persecutes the Apostles - Acts 12:1-19
Ghana Sign Language - Serve God How Story 13",PT19S,0:0:19,19.0
95,-kLAvF1j2BU,The Believers Plant Church in Antioch - Ghana Sign Language - SGH - More Info,"The Believers Plant Church in Antioch - Acts 11:19-30
Ghana Sign Language - Serve God How Story 12",PT10M9S,0:10:9,609.0
96,LU0P38pdOaA,The Believers Plant Church in Antioch - Ghana Sign Language - SGH - Story,"The Believers Plant Church in Antioch - Acts 11:19-30
Ghana Sign Language - Serve God How Story 12",PT4M20S,0:4:20,260.0
97,qAH_l-mHuPc,The Believers Plant Church in Antioch - Ghana Sign Language - SGH - Intro,"The Believers Plant Church in Antioch - Acts 11:19-30
Ghana Sign Language - Serve God How Story 12",PT2M12S,0:2:12,132.0
98,YUsQvMtCy7c,The Believers Plant Church in Antioch - Ghana Sign Language - SGH - Topic,"The Believers Plant Church in Antioch - Acts 11:19-30
Ghana Sign Language - Serve God How Story 12",PT15S,0:0:15,15.0
99,LF3ZBMvXXBw,Jews accept the Salvation of the Gentiles - Ghana Sign Language - SGH - More Info,"Jews accept the Salvation of the Gentiles - Acts 11:1-18
Ghana Sign Language - Serve God How Story 11",PT14M21S,0:14:21,861.0
100,aA8Sch3qYys,Jews accept the Salvation of the Gentiles - Ghana Sign Language - SGH - Story,"Jews accept the Salvation of the Gentiles - Acts 11:1-18
Ghana Sign Language - Serve God How Story 11",PT5M42S,0:5:42,342.0
101,ipJifvevgoA,Jews accept the Salvation of the Gentiles - Ghana Sign Language - SGH - Intro,"Jews accept the Salvation of the Gentiles - Acts 11:1-18
Ghana Sign Language - Serve God How Story 11",PT4M31S,0:4:31,271.0
102,FRIKntTvI1I,Jews accept the Salvation of the Gentiles - Ghana Sign Language - SGH - Topic,"Jews accept the Salvation of the Gentiles - Acts 11:1-18
Ghana Sign Language - Serve God How Story 11",PT18S,0:0:18,18.0
103,_J8Ie3OzM5c,Paul Preaches in Jerusalem - Ghana Sign Language - SGH - More Info,"Paul Preaches in Jerusalem - Acts 9:26-31
Ghana Sign Language - Serve God How Story 10",PT6M54S,0:6:54,414.0
104,HLq5rD2GzVI,Paul Preaches in Jerusalem - Ghana Sign Language - SGH - Intro,"Paul Preaches in Jerusalem - Acts 9:26-31
Ghana Sign Language - Serve God How Story 10",PT4M49S,0:4:49,289.0
105,GCxgyGmIlPE,Paul Preaches in Jerusalem - Ghana Sign Language - SGH - Story,"Paul Preaches in Jerusalem - Acts 9:26-31
Ghana Sign Language - Serve God How Story 10",PT3M38S,0:3:38,218.0
106,XG4lv4LsF20,Paul Preaches in Jerusalem - Ghana Sign Language - SGH - Topic,"Paul Preaches in Jerusalem - Acts 9:26-31
Ghana Sign Language - Serve God How Story 10",PT16S,0:0:16,16.0
107,v3XpB9-g1HE,Saul's Life is changed and Follows Jesus - Ghana Sign Language - SGH - More Info,"Saul's Life is changed and Follows Jesus - Acts 9:1-25
Ghana Sign Language - Serve God How Story 9",PT18M3S,0:18:3,1083.0
108,1oNqqPQ27hQ,Saul's Life is changed and Follows Jesus - Ghana Sign Language - SGH - Story,"Saul's Life is changed and Follows Jesus - Acts 9:1-25
Ghana Sign Language - Serve God How Story 9",PT7M10S,0:7:10,430.0
109,XgPAW6sbAKA,Saul's Life is changed and Follows Jesus - Ghana Sign Language - SGH - Intro,"Saul's Life is changed and Follows Jesus - Acts 9:1-25
Ghana Sign Language - Serve God How Story 9",PT2M48S,0:2:48,168.0
110,8dkDEcc578Y,Saul's Life is changed and Follows Jesus - Ghana Sign Language - SGH - Topic,"Saul's Life is changed and Follows Jesus - Acts 9:1-25
Ghana Sign Language - Serve God How Story 9",PT13S,0:0:13,13.0
111,dro_-zr69rk,Philip and the Ethiopia Man - Ghana Sign Language - SGH - More Info,"Philip and the Ethiopia Man - Acts 8:26-40
Ghana Sign Language - Serve God How Story 8",PT24M48S,0:24:48,1488.0
112,eQGpl83lcTA,Philip and the Ethiopia Man - Ghana Sign Language - SGH - Story,"Philip and the Ethiopia Man - Acts 8:26-40
Ghana Sign Language - Serve God How Story 8",PT7M4S,0:7:4,424.0
113,awuBJUR794c,Philip and the Ethiopia Man - Ghana Sign Language - SGH - Intro,"Philip and the Ethiopia Man - Acts 8:26-40
Ghana Sign Language - Serve God How Story 8",PT3M54S,0:3:54,234.0
114,lDoJT4oxmTA,Philip and the Ethiopia Man - Ghana Sign Language - SGH - Topic,"Philip and the Ethiopia Man - Acts 8:26-40
Ghana Sign Language - Serve God How Story 8",PT16S,0:0:16,16.0
115,4Ma4Z4SJo68,Stephen is Killed for preaching the Gospel - Ghana Sign Language - SGH - Story,"Stephen is Killed for preaching the Gospel - Acts 6:8-15, 7:1-60, 8:1
Ghana Sign Language - Serve God How Story 7",PT23M9S,0:23:9,1389.0
116,pgeHAdcRZ3U,Stephen is Killed for preaching the Gospel - Ghana Sign Language - SGH - More Info,"Stephen is Killed for preaching the Gospel - Acts 6:8-15, 7:1-60, 8:1
Ghana Sign Language - Serve God How Story 7",PT13M15S,0:13:15,795.0
117,DRziYddwTXU,Stephen is Killed for preaching the Gospel - Ghana Sign Language - SGH - Intro,"Stephen is Killed for preaching the Gospel - Acts 6:8-15, 7:1-60, 8:1
Ghana Sign Language - Serve God How Story 7",PT1M56S,0:1:56,116.0
118,t61L0U75CY4,Stephen is Killed for preaching the Gospel - Ghana Sign Language - SGH - Topic,"Stephen is Killed for preaching the Gospel - Acts 6:8-15, 7:1-60, 8:1
Ghana Sign Language - Serve God How Story 7",PT16S,0:0:16,16.0
119,W3DYO8wGxaY,The Believers Choose Seven Men to help the Church - Ghana Sign Language - SGH - More Info,"The Believers Choose Seven Men to help the Church - Acts 6:1-7
Ghana Sign Language - Serve God How Story 6",PT12M18S,0:12:18,738.0
120,Fv-D81FTRok,The Believers Choose Seven Men to help the Church - Ghana Sign Language - SGH - Story,"The Believers Choose Seven Men to help the Church - Acts 6:1-7
Ghana Sign Language - Serve God How Story 6",PT5M31S,0:5:31,331.0
121,z7kfTfykeG4,The Believers Choose Seven Men to help the Church - Ghana Sign Language - SGH - Intro,"The Believers Choose Seven Men to help the Church - Acts 6:1-7
Ghana Sign Language - Serve God How Story 6",PT4M20S,0:4:20,260.0
122,KJWPveIffw4,The Believers Choose Seven Men to help the Church - Ghana Sign Language - SGH - Topic,"The Believers Choose Seven Men to help the Church - Acts 6:1-7
Ghana Sign Language - Serve God How Story 6",PT21S,0:0:21,21.0
123,tfm8nV1soA4,The Lord's Angel frees the Apostles from prison - Ghana Sign Language - SGH - Story,"The Lord's Angel frees the Apostles from prison - Acts 5:12-42
Ghana Sign Language - Serve God How Story 5",PT9M50S,0:9:50,590.0
124,P_sWa2sPKHA,The Lord's Angel frees the Apostles from prison - Ghana Sign Language - SGH - More Info,"The Lord's Angel frees the Apostles from prison - Acts 5:12-42
Ghana Sign Language - Serve God How Story 5",PT6M19S,0:6:19,379.0
125,inWq8yO6ND4,The Lord's Angel frees the Apostles from prison - Ghana Sign Language - SGH - Intro,"The Lord's Angel frees the Apostles from prison - Acts 5:12-42
Ghana Sign Language - Serve God How Story 5",PT2M48S,0:2:48,168.0
